1.569713203934952617e-04 1.560649980092421174e-04 1.561606040922924876e-04 1.567247381899505854e-04 1.590301835676655173e-04 1.564439589856192470e-04 1.564818667247891426e-04 1.584544661454856396e-04 1.562934630783274770e-04 1.566909631947055459e-04 1.572740729898214340e-04 1.569049054523929954e-04 1.562485849717631936e-04 1.577257062308490276e-04 1.560351229272782803e-04 1.564966223668307066e-04 1.587408332852646708e-04 1.559668307891115546e-04 1.561976096127182245e-04 1.584538404131308198e-04 1.575463538756594062e-04 1.594194327481091022e-04 1.572914625285193324e-04 1.575121423229575157e-04 1.575881469761952758e-04 1.578235824126750231e-04 1.568849111208692193e-04 1.563658297527581453e-04 1.567974395584315062e-04 1.581819960847496986e-04 1.579299278091639280e-04 1.567802246427163482e-04 1.569078740430995822e-04 1.561073877383023500e-04 1.571297325426712632e-04 1.555854978505522013e-04 1.605783618288114667e-04 1.567737781442701817e-04 1.572599285282194614e-04 1.574265043018385768e-04 1.580055686645209789e-04 1.584002893650904298e-04 1.569762825965881348e-04 1.577502553118392825e-04 1.358601823449134827e-02 1.562432444188743830e-04 1.562662801006808877e-04 1.562502293381839991e-04 1.562859542900696397e-04 1.582427066750824451e-04
1.579015661263838410e-04 1.559277443448081613e-04 1.540782104711979628e-04 1.559853699291124940e-04 1.559681404614821076e-04 1.562797115184366703e-04 1.575773349031805992e-04 1.560780947329476476e-04 1.561276876600459218e-04 1.641117996769025922e-04 1.565936254337430000e-04 1.583483244758099318e-04 1.558115036459639668e-04 1.562110701343044639e-04 1.558551593916490674e-04 1.568414591019973159e-04 1.563334808452054858e-04 1.581429532961919904e-04 1.560150849400088191e-04 1.575562782818451524e-04 1.555271155666559935e-04 1.583506818860769272e-04 1.559739321237429976e-04 1.564785634400323033e-04 1.559149532113224268e-04 1.573186309542506933e-04 1.588459854247048497e-04 1.566090359119698405e-04 1.576274516992270947e-04 1.564025151310488582e-04 1.564140984555706382e-04 1.562824909342452884e-04 1.572645705891773105e-04 1.559302618261426687e-04 1.574753114255145192e-04 1.548289001220837235e-04 6.846011616289615631e-03 1.559455122333019972e-04 1.565228303661569953e-04 1.560418022563681006e-04 1.563390833325684071e-04 1.562913239467889071e-04 1.573507179273292422e-04 1.565855345688760281e-04 1.584313722560182214e-04 1.560591044835746288e-04 1.561018580105155706e-04 1.560611126478761435e-04 1.560980017529800534e-04 1.620513066882267594e-04
4.547977354377508163e-03 1.628701138542965055e-04 8.386341505683958530e-04 1.570922322571277618e-04 1.562576217111200094e-04 1.565453858347609639e-04 1.609393802937120199e-04 1.570500317029654980e-04 1.586459402460604906e-04 1.577767689013853669e-04 1.579114032210782170e-04 1.562986144563183188e-04 1.560485543450340629e-04 1.564754202263429761e-04 1.572457840666174889e-04 1.565822894917801023e-04 1.560282689752057195e-04 1.590609754202887416e-04 1.563093101140111685e-04 1.633454521652311087e-04 1.583398698130622506e-04 1.592527260072529316e-04 1.562286633998155594e-04 1.587131118867546320e-04 1.567005820106714964e-04 1.605595170985907316e-04 1.562695397296920419e-04 1.619733520783483982e-04 1.582207769388332963e-04 1.566707651363685727e-04 1.578105584485456347e-04 1.565596758155152202e-04 1.563027763040736318e-04 1.562157412990927696e-04 1.564572303323075175e-04 1.565991260576993227e-04 1.564955018693581223e-04 1.562282704981043935e-04 1.577741641085594893e-04 1.604458229849115014e-04 1.650877966312691569e-04 1.565236161695793271e-04 1.598983362782746553e-04 1.579720847075805068e-04 1.602929696673527360e-04 1.563560072099789977e-04 1.563665427966043353e-04 1.563661644468083978e-04 1.564022531965747476e-04 1.565982238389551640e-04
1.580685493536293507e-04 1.578451337991282344e-04 1.645735901547595859e-04 1.562226825626567006e-04 1.562337420182302594e-04 1.565478887641802430e-04 1.568288280395790935e-04 1.593278138898313046e-04 1.563962432555854321e-04 1.653007930144667625e-04 1.575262576807290316e-04 1.563002733746543527e-04 3.306232101749628782e-04 1.564771373523399234e-04 1.561469980515539646e-04 1.625477016204968095e-04 1.572183246025815606e-04 1.573131594341248274e-04 1.563111145514994860e-04 6.117064505815505981e-03 1.571598841110244393e-04 1.559380616527050734e-04 1.599168899701908231e-04 1.567431172588840127e-04 1.561927056172862649e-04 1.560717792017385364e-04 1.562711695441976190e-04 1.610078616067767143e-04 1.562523393658921123e-04 1.566724531585350633e-04 1.627781457500532269e-04 1.565604616189375520e-04 1.563069090479984879e-04 1.636572560528293252e-04 1.564590493217110634e-04 1.549967273604124784e-04 1.564971462357789278e-04 1.562300021760165691e-04 1.558202930027619004e-04 1.580179960001260042e-04 1.566157734487205744e-04 1.600055111339315772e-04 1.582426630193367600e-04 1.594244968146085739e-04 1.641766575630754232e-04 1.563578261993825436e-04 1.563681435072794557e-04 1.581992401042953134e-04 1.564041158417239785e-04 1.566041901241987944e-04
1.593797060195356607e-04 1.631049235584214330e-04 1.556645001983270049e-04 1.568201696500182152e-04 1.577533548697829247e-04 1.564305275678634644e-04 1.575275091454386711e-04 1.567318395245820284e-04 1.570424356032162905e-04 1.571501343278214335e-04 1.579635718371719122e-04 1.576122158439829946e-04 1.559731026645749807e-04 1.577704388182610273e-04 1.567973085911944509e-04 1.584430428920313716e-04 1.592710468685254455e-04 1.562401448609307408e-04 1.561810058774426579e-04 1.578167866682633758e-04 1.565965358167886734e-04 1.607894228072836995e-04 1.568277511978521943e-04 1.588321465533226728e-04 1.571964821778237820e-04 1.559655211167410016e-04 1.569212618051096797e-04 1.582059630891308188e-04 1.568552397657185793e-04 1.575469505041837692e-04 1.566595019539818168e-04 1.564441481605172157e-04 1.565709535498172045e-04 1.569057931192219257e-04 1.571708708070218563e-04 1.566263526910915971e-04 1.563772821100428700e-04 1.577464863657951355e-04 1.584533601999282837e-04 1.147568877786397934e-02 1.572866895003244281e-04 1.569526211824268103e-04 1.596686779521405697e-04 1.569652085890993476e-04 1.606799487490206957e-04 1.584829296916723251e-04 1.566341670695692301e-04 1.562330726301297545e-04 1.571414031786844134e-04 1.571683387737721205e-04
1.566774881212040782e-04 1.567011058796197176e-04 1.552823523525148630e-04 1.561327371746301651e-04 1.568814332131296396e-04 1.588157465448603034e-04 1.571846223669126630e-04 1.579233212396502495e-04 1.572243636474013329e-04 1.588292361702769995e-04 1.567512808833271265e-04 1.591729669598862529e-04 1.574554480612277985e-04 1.588433369761332870e-04 1.576141075929626822e-04 1.582658296683803201e-04 1.590832689544185996e-04 1.562935212859883904e-04 1.563067489769309759e-04 1.587983861099928617e-04 1.352065615355968475e-02 1.618866372155025601e-04 1.567886938573792577e-04 1.578603259986266494e-04 1.566851133247837424e-04 1.564636768307536840e-04 1.561684621265158057e-04 1.571058674016967416e-04 1.586741273058578372e-04 1.565748971188440919e-04 1.560810487717390060e-04 1.567804574733600020e-04 1.569261512486264110e-04 1.573636691318824887e-04 1.563519181217998266e-04 1.562206452945247293e-04 1.563964760862290859e-04 1.561230310471728444e-04 1.558351650601252913e-04 1.568764710100367665e-04 1.569650921737775207e-04 1.569272571941837668e-04 1.569113228470087051e-04 1.560604578116908669e-04 1.634076179470866919e-04 1.562454272061586380e-04 1.569776359247043729e-04 1.562524703331291676e-04 1.562882098369300365e-04 1.576587092131376266e-04
1.573973277118057013e-04 1.582721597515046597e-04 1.541642559459432960e-04 1.565568818477913737e-04 1.572990877320989966e-04 1.564178819535300136e-04 1.564515550853684545e-04 1.606950827408581972e-04 1.573796907905489206e-04 1.575526111992076039e-04 1.591677864780649543e-04 1.561686367494985461e-04 1.559313386678695679e-04 1.576166396262124181e-04 1.573475165059790015e-04 1.616018416825681925e-04 1.568940933793783188e-04 1.579288364155218005e-04 1.561662502354010940e-04 1.566478167660534382e-04 1.591771142557263374e-04 1.563785044709220529e-04 1.583079574629664421e-04 1.577401126269251108e-04 1.561528188176453114e-04 1.570520835230126977e-04 1.586796861374750733e-04 1.563344703754410148e-04 1.572600594954565167e-04 1.565399870742112398e-04 1.597549999132752419e-04 1.576618087710812688e-04 6.808144040405750275e-03 1.560763485031202435e-04 1.563134283060207963e-04 1.602746197022497654e-04 1.602817792445421219e-04 1.560902019264176488e-04 1.556989154778420925e-04 1.572609035065397620e-04 1.564907288411632180e-04 1.585620630066841841e-04 1.597759546712040901e-04 1.585185236763209105e-04 1.573811168782413006e-04 1.562109973747283220e-04 1.574554771650582552e-04 1.562171237310394645e-04 1.562527759233489633e-04 1.566620921948924661e-04
1.574557682033628225e-04 1.560845266794785857e-04 1.558935909997671843e-04 1.606066798558458686e-04 1.561595126986503601e-04 1.591757754795253277e-04 1.565108686918392777e-04 1.619467657292261720e-04 1.563212135806679726e-04 1.600889227120205760e-04 1.581829128554090858e-04 1.620445400476455688e-04 1.675638923188671470e-04 1.564026169944554567e-04 1.573348563397303224e-04 1.565183338243514299e-04 1.639889669604599476e-04 1.556639617774635553e-04 1.592537591932341456e-04 1.612760097486898303e-04 1.618141541257500648e-04 4.705596715211868286e-03 1.572383480379357934e-04 1.577665389049798250e-04 1.592958869878202677e-04 1.584071433171629906e-04 1.561949029564857483e-04 1.563932746648788452e-04 1.573631889186799526e-04 1.566057180752977729e-04 1.561064127599820495e-04 1.564887934364378452e-04 1.562263205414637923e-04 1.561374519951641560e-04 1.563762634759768844e-04 1.565566781209781766e-04 1.564210542710497975e-04 1.561506505822762847e-04 1.557477808091789484e-04 1.574212656123563647e-04 1.594307104824110866e-04 1.596732909092679620e-04 1.572565670358017087e-04 1.562341640237718821e-04 1.576139329699799418e-04 1.562743709655478597e-04 1.562937104608863592e-04 1.562823017593473196e-04 1.563182158861309290e-04 1.589615858392789960e-04
1.566317223478108644e-04 1.579192321514710784e-04 1.544017286505550146e-04 1.582881523063406348e-04 1.564387785037979484e-04 1.567547296872362494e-04 1.568107982166111469e-04 2.522671362385153770e-03 1.583841512911021709e-04 1.564110716572031379e-04 1.579606177983805537e-04 1.565071434015408158e-04 1.596289366716518998e-04 1.579582167323678732e-04 1.563722471473738551e-04 1.583336998010054231e-04 1.561981334816664457e-04 1.586381113156676292e-04 1.586395956110209227e-04 1.583793782629072666e-04 1.574599009472876787e-04 1.600143586983904243e-04 1.564182311994954944e-04 1.576641661813482642e-04 1.582663680892437696e-04 1.601723197381943464e-04 1.583917182870209217e-04 1.566850405652076006e-04 1.601116528036072850e-04 1.613444910617545247e-04 1.563451514812186360e-04 1.577214425196871161e-04 1.565166749060153961e-04 1.564390840940177441e-04 1.566876599099487066e-04 6.964909378439188004e-03 1.586268190294504166e-04 1.584714045748114586e-04 1.586324506206437945e-04 1.622991549083963037e-04 1.568306761328130960e-04 1.588451268617063761e-04 1.566918363096192479e-04 1.581659453222528100e-04 1.599848474143072963e-04 1.565999700687825680e-04 1.609387254575267434e-04 1.566048449603840709e-04 1.566417195135727525e-04 1.641197595745325089e-04
1.576178474351763725e-04 1.589197199791669846e-04 1.560038072057068348e-04 1.616077061044052243e-04 1.575432252138853073e-04 1.565145503263920546e-04 1.579310774104669690e-04 1.573235495015978813e-04 1.563715777592733502e-04 8.882402442395687103e-03 1.580788084538653493e-04 1.575850037625059485e-04 1.566486171213909984e-04 1.564454869367182255e-04 1.561124954605475068e-04 1.577891816850751638e-04 1.571002212585881352e-04 1.556806964799761772e-04 1.562760880915448070e-04 1.571951725054532290e-04 1.568752340972423553e-04 1.592516928212717175e-04 1.561965764267370105e-04 1.590887404745444655e-04 1.561607932671904564e-04 1.572626788401976228e-04 1.562389225000515580e-04 1.578455703565850854e-04 1.603619166417047381e-04 1.579927338752895594e-04 1.747589121805503964e-04 1.611161278560757637e-04 1.568147708894684911e-04 1.561834797030314803e-04 1.564239937579259276e-04 1.555943890707567334e-04 1.564708218211308122e-04 1.561963726999238133e-04 1.594745117472484708e-04 1.562672259751707315e-04 1.565828570164740086e-04 1.564974081702530384e-04 1.576724316691979766e-04 1.580682728672400117e-04 1.575602946104481816e-04 1.563224650453776121e-04 1.563367550261318684e-04 1.563319965498521924e-04 1.563676487421616912e-04 1.571161701576784253e-04
