,movie_id,genre_id,genre,new_genre_id,new_movie_id
0,19995,28,Action,0,1646
1,19995,12,Adventure,1,1646
2,19995,14,Fantasy,2,1646
3,19995,878,Science Fiction,3,1646
4,285,28,Action,0,163
5,285,12,Adventure,1,163
6,285,14,Fantasy,2,163
7,206647,28,Action,0,948
8,206647,12,Adventure,1,948
9,206647,80,Crime,4,948
10,49026,28,Action,0,2796
11,49026,80,Crime,4,2796
12,49026,18,Drama,5,2796
13,49026,53,Thriller,6,2796
14,49529,28,Action,0,203
15,49529,12,Adventure,1,203
16,49529,878,Science Fiction,3,203
17,559,28,Action,0,293
18,559,12,Adventure,1,293
19,559,14,Fantasy,2,293
20,99861,28,Action,0,788
21,99861,12,Adventure,1,788
22,99861,878,Science Fiction,3,788
23,209112,28,Action,0,1855
24,209112,12,Adventure,1,1855
25,209112,14,Fantasy,2,1855
26,1452,28,Action,0,741
27,1452,12,Adventure,1,741
28,1452,14,Fantasy,2,741
29,1452,878,Science Fiction,3,741
30,10764,28,Action,0,1290
31,10764,12,Adventure,1,1290
32,10764,80,Crime,4,1290
33,10764,53,Thriller,6,1290
34,58,28,Action,0,24
35,58,12,Adventure,1,24
36,58,14,Fantasy,2,24
37,57201,28,Action,0,2785
38,57201,12,Adventure,1,2785
39,57201,37,Western,9,2785
40,49521,28,Action,0,198
41,49521,12,Adventure,1,198
42,49521,14,Fantasy,2,198
43,49521,878,Science Fiction,3,198
44,24428,28,Action,0,2783
45,24428,12,Adventure,1,2783
46,24428,878,Science Fiction,3,2783
47,1865,28,Action,0,957
48,1865,12,Adventure,1,957
49,1865,14,Fantasy,2,957
50,41154,28,Action,0,112
51,41154,878,Science Fiction,3,112
52,41154,35,Comedy,10,112
53,122917,28,Action,0,19
54,122917,12,Adventure,1,19
55,122917,14,Fantasy,2,19
56,1930,28,Action,0,1576
57,1930,12,Adventure,1,1576
58,1930,14,Fantasy,2,1576
59,20662,28,Action,0,1848
60,20662,12,Adventure,1,1848
61,254,28,Action,0,145
62,254,12,Adventure,1,145
63,254,18,Drama,5,145
64,271110,28,Action,0,424
65,271110,12,Adventure,1,424
66,271110,878,Science Fiction,3,424
67,44833,28,Action,0,1716
68,44833,12,Adventure,1,1716
69,44833,878,Science Fiction,3,1716
70,44833,53,Thriller,6,1716
71,135397,28,Action,0,1858
72,135397,12,Adventure,1,1858
73,135397,878,Science Fiction,3,1858
74,135397,53,Thriller,6,1858
75,37724,28,Action,0,2036
76,37724,12,Adventure,1,2036
77,37724,53,Thriller,6,2036
78,558,28,Action,0,292
79,558,12,Adventure,1,292
80,558,14,Fantasy,2,292
81,68721,28,Action,0,1340
82,68721,12,Adventure,1,1340
83,68721,878,Science Fiction,3,1340
84,36668,28,Action,0,1729
85,36668,12,Adventure,1,1729
86,36668,878,Science Fiction,3,1729
87,36668,53,Thriller,6,1729
88,8373,28,Action,0,103
89,8373,12,Adventure,1,103
90,8373,878,Science Fiction,3,103
91,91314,28,Action,0,617
92,91314,12,Adventure,1,617
93,91314,878,Science Fiction,3,617
94,102382,28,Action,0,1791
95,102382,12,Adventure,1,1791
96,102382,14,Fantasy,2,1791
97,20526,28,Action,0,1810
98,20526,12,Adventure,1,1810
99,20526,878,Science Fiction,3,1810
100,44912,28,Action,0,1753
101,44912,12,Adventure,1,1753
102,44912,878,Science Fiction,3,1753
103,44912,53,Thriller,6,1753
104,534,28,Action,0,282
105,534,878,Science Fiction,3,282
106,534,53,Thriller,6,282
107,168259,28,Action,0,1885
108,72190,28,Action,0,2454
109,72190,878,Science Fiction,3,2454
110,72190,18,Drama,5,2454
111,72190,53,Thriller,6,2454
112,72190,27,Horror,12,2454
113,127585,28,Action,0,1968
114,127585,12,Adventure,1,1968
115,127585,14,Fantasy,2,1968
116,127585,878,Science Fiction,3,1968
117,54138,28,Action,0,2046
118,54138,12,Adventure,1,2046
119,54138,878,Science Fiction,3,2046
120,81005,28,Action,0,2599
121,81005,14,Fantasy,2,2599
122,81005,10751,Family,8,2599
123,9543,28,Action,0,686
124,9543,12,Adventure,1,686
125,9543,14,Fantasy,2,686
126,9543,10749,Romance,11,686
127,68726,28,Action,0,1515
128,68726,12,Adventure,1,1515
129,68726,878,Science Fiction,3,1515
130,38356,28,Action,0,2179
131,38356,12,Adventure,1,2179
132,38356,878,Science Fiction,3,2179
133,217,28,Action,0,124
134,217,12,Adventure,1,124
135,62177,28,Action,0,1988
136,62177,12,Adventure,1,1988
137,62177,14,Fantasy,2,1988
138,62177,16,Animation,7,1988
139,62177,10751,Family,8,1988
140,62177,35,Comedy,10,1988
141,188927,28,Action,0,271
142,188927,12,Adventure,1,271
143,188927,878,Science Fiction,3,271
144,5174,28,Action,0,2081
145,5174,80,Crime,4,2081
146,5174,53,Thriller,6,2081
147,5174,35,Comedy,10,2081
148,14161,28,Action,0,2281
149,14161,12,Adventure,1,2281
150,14161,878,Science Fiction,3,2281
151,76757,28,Action,0,1452
152,76757,12,Adventure,1,1452
153,76757,14,Fantasy,2,1452
154,76757,878,Science Fiction,3,1452
155,258489,28,Action,0,1917
156,258489,12,Adventure,1,1917
157,155,28,Action,0,83
158,155,80,Crime,4,83
159,155,18,Drama,5,83
160,155,53,Thriller,6,83
161,1726,28,Action,0,882
162,1726,12,Adventure,1,882
163,1726,878,Science Fiction,3,882
164,8487,28,Action,0,165
165,8487,12,Adventure,1,165
166,8487,878,Science Fiction,3,165
167,8487,37,Western,9,165
168,8487,35,Comedy,10,165
169,1735,28,Action,0,889
170,1735,12,Adventure,1,889
171,1735,14,Fantasy,2,889
172,297761,28,Action,0,1376
173,297761,12,Adventure,1,1376
174,297761,14,Fantasy,2,1376
175,297761,878,Science Fiction,3,1376
176,297761,80,Crime,4,1376
177,137113,28,Action,0,2302
178,137113,878,Science Fiction,3,2302
179,9804,28,Action,0,822
180,9804,12,Adventure,1,822
181,14869,28,Action,0,2461
182,14869,12,Adventure,1,2461
183,14869,878,Science Fiction,3,2461
184,14869,53,Thriller,6,2461
185,10138,28,Action,0,1007
186,10138,12,Adventure,1,1007
187,10138,878,Science Fiction,3,1007
188,102651,28,Action,0,1862
189,102651,12,Adventure,1,1862
190,102651,14,Fantasy,2,1862
191,102651,10751,Family,8,1862
192,102651,10749,Romance,11,1862
193,119450,28,Action,0,1977
194,119450,878,Science Fiction,3,1977
195,119450,18,Drama,5,1977
196,119450,53,Thriller,6,1977
197,64686,28,Action,0,2621
198,64686,12,Adventure,1,2621
199,64686,14,Fantasy,2,2621
200,64686,18,Drama,5,2621
201,100402,28,Action,0,1088
202,100402,12,Adventure,1,1088
203,100402,878,Science Fiction,3,1088
204,177572,28,Action,0,2166
205,177572,12,Adventure,1,2166
206,177572,16,Animation,7,2166
207,177572,10751,Family,8,2166
208,177572,35,Comedy,10,2166
209,47933,28,Action,0,2261
210,47933,12,Adventure,1,2261
211,47933,878,Science Fiction,3,2261
212,296,28,Action,0,1620
213,296,878,Science Fiction,3,1620
214,296,53,Thriller,6,1620
215,118340,28,Action,0,1660
216,118340,12,Adventure,1,1660
217,118340,878,Science Fiction,3,1660
218,27205,28,Action,0,1311
219,27205,12,Adventure,1,1311
220,27205,878,Science Fiction,3,1311
221,27205,53,Thriller,6,1311
222,27205,9648,Mystery,13,1311
223,49051,28,Action,0,2806
224,49051,12,Adventure,1,2806
225,49051,14,Fantasy,2,2806
226,9799,28,Action,0,818
227,9799,80,Crime,4,818
228,9799,53,Thriller,6,818
229,49538,28,Action,0,208
230,49538,12,Adventure,1,208
231,49538,878,Science Fiction,3,208
232,131634,28,Action,0,1572
233,131634,12,Adventure,1,1572
234,131634,878,Science Fiction,3,1572
235,27022,28,Action,0,1240
236,27022,12,Adventure,1,1240
237,27022,14,Fantasy,2,1240
238,27022,18,Drama,5,1240
239,27022,35,Comedy,10,1240
240,503,28,Action,0,264
241,503,12,Adventure,1,264
242,503,18,Drama,5,264
243,503,53,Thriller,6,264
244,68735,28,Action,0,1520
245,68735,12,Adventure,1,1520
246,68735,14,Fantasy,2,1520
247,87101,28,Action,0,2087
248,87101,12,Adventure,1,2087
249,87101,878,Science Fiction,3,2087
250,87101,53,Thriller,6,2087
251,1858,28,Action,0,953
252,1858,12,Adventure,1,953
253,1858,878,Science Fiction,3,953
254,1966,28,Action,0,1018
255,1966,12,Adventure,1,1018
256,1966,18,Drama,5,1018
257,1966,10749,Romance,11,1018
258,1966,36,History,14,1018
259,1966,10752,War,15,1018
260,8960,28,Action,0,418
261,8960,14,Fantasy,2,418
262,6479,28,Action,0,2403
263,6479,878,Science Fiction,3,2403
264,6479,18,Drama,5,2403
265,6479,53,Thriller,6,2403
266,6479,27,Horror,12,2403
267,272,28,Action,0,156
268,272,80,Crime,4,156
269,272,18,Drama,5,156
270,18360,28,Action,0,1025
271,18360,12,Adventure,1,1025
272,18360,14,Fantasy,2,1025
273,18360,10751,Family,8,1025
274,18360,35,Comedy,10,1025
275,2080,28,Action,0,1082
276,2080,12,Adventure,1,1082
277,2080,878,Science Fiction,3,1082
278,2080,53,Thriller,6,1082
279,605,28,Action,0,316
280,605,12,Adventure,1,316
281,605,878,Science Fiction,3,316
282,605,53,Thriller,6,316
283,604,28,Action,0,315
284,604,12,Adventure,1,315
285,604,878,Science Fiction,3,315
286,604,53,Thriller,6,315
287,76338,28,Action,0,1299
288,76338,12,Adventure,1,1299
289,76338,14,Fantasy,2,1299
290,76341,28,Action,0,1300
291,76341,12,Adventure,1,1300
292,76341,878,Science Fiction,3,1300
293,76341,53,Thriller,6,1300
294,10195,28,Action,0,1040
295,10195,12,Adventure,1,1040
296,10195,14,Fantasy,2,1040
297,19585,28,Action,0,2417
298,19585,12,Adventure,1,2417
299,19585,14,Fantasy,2,2417
300,19585,10751,Family,8,2417
301,19585,35,Comedy,10,2417
302,177677,28,Action,0,1385
303,177677,12,Adventure,1,1385
304,177677,53,Thriller,6,1385
305,10196,28,Action,0,1041
306,10196,12,Adventure,1,1041
307,10196,14,Fantasy,2,1041
308,10196,10751,Family,8,1041
309,956,28,Action,0,520
310,956,12,Adventure,1,520
311,956,53,Thriller,6,520
312,117251,28,Action,0,2579
313,117251,18,Drama,5,2579
314,117251,53,Thriller,6,2579
315,36669,28,Action,0,2542
316,36669,12,Adventure,1,2542
317,36669,53,Thriller,6,2542
318,43074,28,Action,0,1095
319,43074,14,Fantasy,2,1095
320,43074,35,Comedy,10,1095
321,95,28,Action,0,47
322,95,12,Adventure,1,47
323,95,878,Science Fiction,3,47
324,95,53,Thriller,6,47
325,608,28,Action,0,319
326,608,12,Adventure,1,319
327,608,878,Science Fiction,3,319
328,608,35,Comedy,10,319
329,2310,28,Action,0,1186
330,2310,12,Adventure,1,1186
331,2310,16,Animation,7,1186
332,140300,28,Action,0,535
333,140300,12,Adventure,1,535
334,140300,16,Animation,7,535
335,140300,10751,Family,8,535
336,140300,35,Comedy,10,535
337,56292,28,Action,0,2566
338,56292,12,Adventure,1,2566
339,56292,53,Thriller,6,2566
340,616,28,Action,0,325
341,616,18,Drama,5,325
342,616,36,History,14,325
343,616,10752,War,15,325
344,147441,28,Action,0,2824
345,147441,12,Adventure,1,2824
346,147441,18,Drama,5,2824
347,13475,28,Action,0,2109
348,13475,12,Adventure,1,2109
349,13475,878,Science Fiction,3,2109
350,557,28,Action,0,291
351,557,14,Fantasy,2,291
352,82702,28,Action,0,430
353,82702,12,Adventure,1,430
354,82702,14,Fantasy,2,430
355,82702,16,Animation,7,430
356,82702,10751,Family,8,430
357,82702,35,Comedy,10,430
358,10048,28,Action,0,952
359,13183,28,Action,0,2047
360,13183,878,Science Fiction,3,2047
361,13183,9648,Mystery,13,2047
362,944,28,Action,0,512
363,944,12,Adventure,1,512
364,944,80,Crime,4,512
365,944,53,Thriller,6,512
366,944,35,Comedy,10,512
367,1927,28,Action,0,994
368,1927,878,Science Fiction,3,994
369,1927,18,Drama,5,994
370,72559,28,Action,0,602
371,72559,12,Adventure,1,602
372,72559,878,Science Fiction,3,602
373,72559,53,Thriller,6,602
374,7364,28,Action,0,2629
375,7364,12,Adventure,1,2629
376,7364,18,Drama,5,2629
377,7364,35,Comedy,10,2629
378,7364,9648,Mystery,13,2629
379,2114,28,Action,0,1904
380,2114,12,Adventure,1,1904
381,2114,14,Fantasy,2,1904
382,2114,878,Science Fiction,3,1904
383,2114,53,Thriller,6,1904
384,2114,16,Animation,7,1904
385,1771,28,Action,0,907
386,1771,12,Adventure,1,907
387,1771,878,Science Fiction,3,907
388,36643,28,Action,0,1718
389,36643,12,Adventure,1,1718
390,36643,53,Thriller,6,1718
391,1724,28,Action,0,881
392,1724,12,Adventure,1,881
393,1724,878,Science Fiction,3,881
394,2503,28,Action,0,1265
395,2503,18,Drama,5,1265
396,2503,53,Thriller,6,1265
397,2503,9648,Mystery,13,1265
398,102899,28,Action,0,1972
399,102899,12,Adventure,1,1972
400,102899,878,Science Fiction,3,1972
401,101299,28,Action,0,2397
402,101299,12,Adventure,1,2397
403,101299,878,Science Fiction,3,2397
404,8961,28,Action,0,1945
405,8961,12,Adventure,1,1945
406,8961,80,Crime,4,1945
407,8961,53,Thriller,6,1945
408,8961,35,Comedy,10,1945
409,417859,28,Action,0,28
410,417859,12,Adventure,1,28
411,417859,14,Fantasy,2,28
412,417859,16,Animation,7,28
413,417859,10751,Family,8,28
414,27576,28,Action,0,1437
415,27576,53,Thriller,6,1437
416,27576,9648,Mystery,13,1437
417,82700,28,Action,0,429
418,82700,12,Adventure,1,429
419,82700,878,Science Fiction,3,429
420,38055,28,Action,0,2112
421,38055,878,Science Fiction,3,2112
422,38055,16,Animation,7,2112
423,38055,10751,Family,8,2112
424,38055,35,Comedy,10,2112
425,49524,28,Action,0,200
426,49524,14,Fantasy,2,200
427,49524,80,Crime,4,200
428,49524,35,Comedy,10,200
429,22,28,Action,0,10
430,22,12,Adventure,1,10
431,22,14,Fantasy,2,10
432,36658,28,Action,0,1725
433,36658,12,Adventure,1,1725
434,36658,878,Science Fiction,3,1725
435,36658,53,Thriller,6,1725
436,51497,28,Action,0,1198
437,51497,80,Crime,4,1198
438,51497,53,Thriller,6,1198
439,58574,28,Action,0,627
440,58574,12,Adventure,1,627
441,58574,80,Crime,4,627
442,58574,9648,Mystery,13,627
443,18823,28,Action,0,1235
444,18823,12,Adventure,1,1235
445,18823,14,Fantasy,2,1235
446,861,28,Action,0,477
447,861,12,Adventure,1,477
448,861,878,Science Fiction,3,477
449,1911,28,Action,0,1544
450,1911,12,Adventure,1,1544
451,1911,14,Fantasy,2,1544
452,49040,28,Action,0,2678
453,49040,53,Thriller,6,2678
454,415,28,Action,0,224
455,415,14,Fantasy,2,224
456,415,80,Crime,4,224
457,435,28,Action,0,236
458,435,12,Adventure,1,236
459,435,878,Science Fiction,3,236
460,435,53,Thriller,6,236
461,955,28,Action,0,2217
462,955,12,Adventure,1,2217
463,955,53,Thriller,6,2217
464,1979,28,Action,0,1026
465,1979,12,Adventure,1,1026
466,1979,14,Fantasy,2,1026
467,1979,53,Thriller,6,1026
468,87827,28,Action,0,2266
469,87827,12,Adventure,1,2266
470,87827,18,Drama,5,2266
471,1250,28,Action,0,638
472,1250,14,Fantasy,2,638
473,1250,53,Thriller,6,638
474,1250,27,Horror,12,638
475,324668,28,Action,0,2086
476,324668,53,Thriller,6,2086
477,9471,28,Action,0,655
478,9471,12,Adventure,1,655
479,9471,35,Comedy,10,655
480,68724,28,Action,0,1514
481,68724,878,Science Fiction,3,1514
482,68724,18,Drama,5,1514
483,68724,53,Thriller,6,1514
484,2789,28,Action,0,1357
485,2789,878,Science Fiction,3,1357
486,97020,28,Action,0,2504
487,97020,878,Science Fiction,3,2504
488,7459,28,Action,0,2656
489,7459,878,Science Fiction,3,2656
490,7459,10751,Family,8,2656
491,37834,28,Action,0,2061
492,37834,35,Comedy,10,2061
493,75612,28,Action,0,970
494,75612,12,Adventure,1,970
495,75612,878,Science Fiction,3,970
496,75612,9648,Mystery,13,970
497,1895,28,Action,0,977
498,1895,12,Adventure,1,977
499,1895,878,Science Fiction,3,977
500,1894,28,Action,0,976
501,1894,12,Adventure,1,976
502,1894,878,Science Fiction,3,976
503,76170,28,Action,0,1237
504,76170,12,Adventure,1,1237
505,76170,14,Fantasy,2,1237
506,76170,878,Science Fiction,3,1237
507,1893,28,Action,0,975
508,1893,12,Adventure,1,975
509,1893,878,Science Fiction,3,975
510,12100,28,Action,0,1732
511,12100,18,Drama,5,1732
512,12100,36,History,14,1732
513,12100,10752,War,15,1732
514,290595,28,Action,0,1244
515,290595,12,Adventure,1,1244
516,290595,18,Drama,5,1244
517,98566,28,Action,0,151
518,98566,12,Adventure,1,151
519,98566,14,Fantasy,2,151
520,98566,878,Science Fiction,3,151
521,98566,35,Comedy,10,151
522,9619,28,Action,0,199
523,9619,12,Adventure,1,199
524,9619,53,Thriller,6,199
525,308531,28,Action,0,2761
526,308531,12,Adventure,1,2761
527,308531,14,Fantasy,2,2761
528,308531,35,Comedy,10,2761
529,166424,28,Action,0,1294
530,166424,12,Adventure,1,1294
531,166424,878,Science Fiction,3,1294
532,1593,28,Action,0,811
533,1593,12,Adventure,1,811
534,1593,14,Fantasy,2,811
535,1593,10751,Family,8,811
536,1593,35,Comedy,10,811
537,254128,28,Action,0,99
538,254128,18,Drama,5,99
539,254128,53,Thriller,6,99
540,714,28,Action,0,392
541,714,12,Adventure,1,392
542,714,53,Thriller,6,392
543,2024,28,Action,0,1056
544,2024,18,Drama,5,1056
545,2024,36,History,14,1056
546,2024,10752,War,15,1056
547,787,28,Action,0,2267
548,787,18,Drama,5,2267
549,787,53,Thriller,6,2267
550,787,35,Comedy,10,2267
551,40805,28,Action,0,2779
552,40805,80,Crime,4,2779
553,40805,35,Comedy,10,2779
554,53182,28,Action,0,1781
555,53182,10752,War,15,1781
556,39254,28,Action,0,2404
557,39254,878,Science Fiction,3,2404
558,39254,18,Drama,5,2404
559,1639,28,Action,0,839
560,1639,12,Adventure,1,839
561,1639,53,Thriller,6,839
562,80274,28,Action,0,2422
563,80274,12,Adventure,1,2422
564,80274,878,Science Fiction,3,2422
565,1571,28,Action,0,795
566,1571,53,Thriller,6,795
567,120,28,Action,0,64
568,120,12,Adventure,1,64
569,120,14,Fantasy,2,64
570,10204,28,Action,0,1048
571,10204,12,Adventure,1,1048
572,10204,35,Comedy,10,1048
573,2048,28,Action,0,1068
574,2048,878,Science Fiction,3,1068
575,1495,28,Action,0,762
576,1495,12,Adventure,1,762
577,1495,18,Drama,5,762
578,1495,36,History,14,762
579,1495,10752,War,15,762
580,1635,28,Action,0,836
581,1635,12,Adventure,1,836
582,1635,878,Science Fiction,3,836
583,1635,53,Thriller,6,836
584,9679,28,Action,0,399
585,9679,80,Crime,4,399
586,9679,53,Thriller,6,399
587,98,28,Action,0,49
588,98,12,Adventure,1,49
589,98,18,Drama,5,49
590,180,28,Action,0,102
591,180,878,Science Fiction,3,102
592,180,53,Thriller,6,102
593,180,9648,Mystery,13,102
594,36557,28,Action,0,1695
595,36557,12,Adventure,1,1695
596,36557,53,Thriller,6,1695
597,869,28,Action,0,483
598,869,12,Adventure,1,483
599,869,878,Science Fiction,3,483
600,869,53,Thriller,6,483
601,280,28,Action,0,161
602,280,878,Science Fiction,3,161
603,280,53,Thriller,6,161
604,36955,28,Action,0,1819
605,36955,53,Thriller,6,1819
606,27581,28,Action,0,1440
607,27581,80,Crime,4,1440
608,27581,35,Comedy,10,1440
609,9268,28,Action,0,550
610,9268,18,Drama,5,550
611,9268,53,Thriller,6,550
612,9268,9648,Mystery,13,550
613,76163,28,Action,0,873
614,76163,12,Adventure,1,873
615,76163,53,Thriller,6,873
616,2059,28,Action,0,1075
617,2059,12,Adventure,1,1075
618,2059,53,Thriller,6,1075
619,2059,9648,Mystery,13,1075
620,2486,28,Action,0,1255
621,2486,12,Adventure,1,1255
622,2486,14,Fantasy,2,1255
623,2486,10751,Family,8,1255
624,37710,28,Action,0,2032
625,37710,53,Thriller,6,2032
626,37710,10749,Romance,11,2032
627,9946,28,Action,0,899
628,9946,14,Fantasy,2,899
629,9946,27,Horror,12,899
630,9946,9648,Mystery,13,899
631,1372,28,Action,0,699
632,1372,18,Drama,5,699
633,1372,53,Thriller,6,699
634,414,28,Action,0,223
635,414,14,Fantasy,2,223
636,414,80,Crime,4,223
637,563,28,Action,0,295
638,563,12,Adventure,1,295
639,563,878,Science Fiction,3,295
640,563,53,Thriller,6,295
641,314,28,Action,0,173
642,314,80,Crime,4,173
643,184315,28,Action,0,1797
644,184315,12,Adventure,1,1797
645,138103,28,Action,0,2546
646,138103,12,Adventure,1,2546
647,138103,53,Thriller,6,2546
648,257088,28,Action,0,1495
649,257088,80,Crime,4,1495
650,257088,53,Thriller,6,1495
651,205775,28,Action,0,523
652,205775,12,Adventure,1,523
653,205775,18,Drama,5,523
654,205775,53,Thriller,6,523
655,205775,36,History,14,523
656,11692,28,Action,0,1611
657,11692,878,Science Fiction,3,1611
658,11692,35,Comedy,10,1611
659,22972,28,Action,0,2439
660,22972,12,Adventure,1,2439
661,22972,18,Drama,5,2439
662,22972,53,Thriller,6,2439
663,22972,10752,War,15,2439
664,1734,28,Action,0,888
665,1734,12,Adventure,1,888
666,1734,14,Fantasy,2,888
667,9890,28,Action,0,865
668,9890,878,Science Fiction,3,865
669,9890,35,Comedy,10,865
670,855,28,Action,0,473
671,855,36,History,14,473
672,855,10752,War,15,473
673,18,28,Action,0,9
674,18,12,Adventure,1,9
675,18,14,Fantasy,2,9
676,18,878,Science Fiction,3,9
677,18,53,Thriller,6,9
678,122,28,Action,0,66
679,122,12,Adventure,1,66
680,122,14,Fantasy,2,66
681,121,28,Action,0,65
682,121,12,Adventure,1,65
683,121,14,Fantasy,2,65
684,1995,28,Action,0,1034
685,1995,12,Adventure,1,1034
686,1995,14,Fantasy,2,1034
687,1995,53,Thriller,6,1034
688,331,28,Action,0,1028
689,331,12,Adventure,1,1028
690,331,878,Science Fiction,3,1028
691,331,53,Thriller,6,1028
692,61791,28,Action,0,1894
693,61791,878,Science Fiction,3,1894
694,61791,18,Drama,5,1894
695,61791,53,Thriller,6,1894
696,47964,28,Action,0,2535
697,47964,53,Thriller,6,2535
698,9806,28,Action,0,824
699,9806,12,Adventure,1,824
700,9806,16,Animation,7,824
701,9806,10751,Family,8,824
702,1408,28,Action,0,719
703,1408,12,Adventure,1,719
704,607,28,Action,0,318
705,607,12,Adventure,1,318
706,607,878,Science Fiction,3,318
707,607,35,Comedy,10,318
708,44048,28,Action,0,1476
709,44048,53,Thriller,6,1476
710,5175,28,Action,0,2082
711,5175,80,Crime,4,2082
712,5175,53,Thriller,6,2082
713,5175,35,Comedy,10,2082
714,4327,28,Action,0,1859
715,4327,12,Adventure,1,1859
716,4327,80,Crime,4,1859
717,4327,53,Thriller,6,1859
718,4327,35,Comedy,10,1859
719,7446,28,Action,0,2648
720,7446,35,Comedy,10,2648
721,1572,28,Action,0,796
722,1572,53,Thriller,6,796
723,10528,28,Action,0,1194
724,10528,12,Adventure,1,1194
725,10528,80,Crime,4,1194
726,10528,9648,Mystery,13,1194
727,10661,28,Action,0,1247
728,10661,35,Comedy,10,1247
729,257344,28,Action,0,1577
730,257344,878,Science Fiction,3,1577
731,257344,35,Comedy,10,1577
732,9383,28,Action,0,610
733,9383,878,Science Fiction,3,610
734,9383,53,Thriller,6,610
735,1996,28,Action,0,1035
736,1996,12,Adventure,1,1035
737,1996,14,Fantasy,2,1035
738,1996,53,Thriller,6,1035
739,291805,28,Action,0,2066
740,291805,12,Adventure,1,2066
741,291805,80,Crime,4,2066
742,291805,53,Thriller,6,2066
743,291805,35,Comedy,10,2066
744,291805,9648,Mystery,13,2066
745,10003,28,Action,0,926
746,10003,12,Adventure,1,926
747,10003,878,Science Fiction,3,926
748,10003,53,Thriller,6,926
749,10003,10749,Romance,11,926
750,1535,28,Action,0,777
751,1535,80,Crime,4,777
752,1535,53,Thriller,6,777
753,9387,28,Action,0,613
754,9387,12,Adventure,1,613
755,9387,14,Fantasy,2,613
756,49852,28,Action,0,382
757,49852,14,Fantasy,2,382
758,49852,10751,Family,8,382
759,664,28,Action,0,357
760,664,12,Adventure,1,357
761,664,18,Drama,5,357
762,2502,28,Action,0,1264
763,2502,18,Drama,5,1264
764,2502,53,Thriller,6,1264
765,9772,28,Action,0,804
766,9772,53,Thriller,6,804
767,52451,28,Action,0,1553
768,52451,12,Adventure,1,1553
769,52451,53,Thriller,6,1553
770,59961,28,Action,0,1303
771,59961,53,Thriller,6,1303
772,59108,28,Action,0,2190
773,59108,35,Comedy,10,2190
774,9798,28,Action,0,817
775,9798,18,Drama,5,817
776,9798,53,Thriller,6,817
777,157350,28,Action,0,1053
778,157350,12,Adventure,1,1053
779,157350,878,Science Fiction,3,1053
780,10159,28,Action,0,1019
781,10159,12,Adventure,1,1019
782,10159,53,Thriller,6,1019
783,10159,35,Comedy,10,1019
784,9593,28,Action,0,714
785,9593,12,Adventure,1,714
786,9593,14,Fantasy,2,714
787,9593,10751,Family,8,714
788,9593,35,Comedy,10,714
789,9615,28,Action,0,725
790,9615,80,Crime,4,725
791,9615,18,Drama,5,725
792,9615,53,Thriller,6,725
793,9884,28,Action,0,863
794,9884,18,Drama,5,863
795,9884,53,Thriller,6,863
796,22538,28,Action,0,2329
797,22538,12,Adventure,1,2329
798,22538,35,Comedy,10,2329
799,9341,28,Action,0,585
800,9341,12,Adventure,1,585
801,9341,878,Science Fiction,3,585
802,9341,53,Thriller,6,585
803,49049,28,Action,0,2804
804,49049,878,Science Fiction,3,2804
805,27578,28,Action,0,1438
806,27578,12,Adventure,1,1438
807,27578,53,Thriller,6,1438
808,954,28,Action,0,518
809,954,12,Adventure,1,518
810,954,53,Thriller,6,518
811,364,28,Action,0,195
812,364,14,Fantasy,2,195
813,8656,28,Action,0,248
814,8656,18,Drama,5,248
815,8656,10749,Romance,11,248
816,11665,28,Action,0,1599
817,11665,53,Thriller,6,1599
818,11665,35,Comedy,10,1599
819,754,28,Action,0,1914
820,754,878,Science Fiction,3,1914
821,754,80,Crime,4,1914
822,754,53,Thriller,6,1914
823,1701,28,Action,0,867
824,1701,80,Crime,4,867
825,1701,53,Thriller,6,867
826,13027,28,Action,0,1989
827,13027,53,Thriller,6,1989
828,13027,9648,Mystery,13,1989
829,20504,28,Action,0,1804
830,20504,878,Science Fiction,3,1804
831,20504,53,Thriller,6,1804
832,8834,28,Action,0,1709
833,8834,18,Drama,5,1709
834,8834,53,Thriller,6,1709
835,8834,9648,Mystery,13,1709
836,228150,28,Action,0,2520
837,228150,18,Drama,5,2520
838,228150,10752,War,15,2520
839,6068,28,Action,0,2308
840,6068,12,Adventure,1,2308
841,6068,35,Comedy,10,2308
842,6068,10749,Romance,11,2308
843,2135,28,Action,0,1109
844,2135,12,Adventure,1,1109
845,2135,878,Science Fiction,3,1109
846,9705,28,Action,0,772
847,9705,80,Crime,4,772
848,9705,53,Thriller,6,772
849,1656,28,Action,0,848
850,1656,12,Adventure,1,848
851,4442,28,Action,0,1191
852,4442,12,Adventure,1,1191
853,4442,14,Fantasy,2,1191
854,4442,53,Thriller,6,1191
855,4442,35,Comedy,10,1191
856,19959,28,Action,0,2062
857,19959,878,Science Fiction,3,2062
858,19959,53,Thriller,6,2062
859,11228,28,Action,0,1456
860,11228,12,Adventure,1,1456
861,11228,53,Thriller,6,1456
862,5491,28,Action,0,2156
863,5491,878,Science Fiction,3,2156
864,5491,10752,War,15,2156
865,9562,28,Action,0,697
866,9562,12,Adventure,1,697
867,9562,878,Science Fiction,3,697
868,274854,28,Action,0,1912
869,274854,12,Adventure,1,1912
870,274854,14,Fantasy,2,1912
871,8870,28,Action,0,367
872,8870,878,Science Fiction,3,367
873,8870,53,Thriller,6,367
874,10077,28,Action,0,971
