,movie_id,genre_id,genre,new_genre_id,new_movie_id
4106,1903,9648,Mystery,13,982
4107,846,878,Science Fiction,3,468
4108,846,53,Thriller,6,468
4109,846,9648,Mystery,13,468
4110,6171,878,Science Fiction,3,2334
4111,6171,18,Drama,5,2334
4112,6171,53,Thriller,6,2334
4113,6171,27,Horror,12,2334
4114,818,878,Science Fiction,3,2826
4115,818,80,Crime,4,2826
4116,818,35,Comedy,10,2826
4117,39538,878,Science Fiction,3,2475
4118,39538,18,Drama,5,2475
4119,39538,53,Thriller,6,2475
4120,8645,878,Science Fiction,3,243
4121,8645,53,Thriller,6,243
4122,9849,878,Science Fiction,3,1871
4123,9849,18,Drama,5,1871
4124,9849,10751,Family,8,1871
4125,9849,35,Comedy,10,1871
4126,8413,878,Science Fiction,3,127
4127,8413,27,Horror,12,127
4128,8413,9648,Mystery,13,127
4129,10384,878,Science Fiction,3,1132
4130,10384,53,Thriller,6,1132
4131,10384,27,Horror,12,1132
4132,889,878,Science Fiction,3,2129
4133,889,10751,Family,8,2129
4134,889,35,Comedy,10,2129
4135,889,10749,Romance,11,2129
4136,38050,878,Science Fiction,3,2108
4137,38050,53,Thriller,6,2108
4138,38050,10749,Romance,11,2108
4139,37686,878,Science Fiction,3,2030
4140,37686,53,Thriller,6,2030
4141,37686,9648,Mystery,13,2030
4142,167,878,Science Fiction,3,91
4143,167,18,Drama,5,91
4144,926,878,Science Fiction,3,507
4145,926,10751,Family,8,507
4146,926,35,Comedy,10,507
4147,228066,878,Science Fiction,3,2499
4148,228066,18,Drama,5,2499
4149,228066,53,Thriller,6,2499
4150,1272,878,Science Fiction,3,652
4151,1272,53,Thriller,6,652
4152,1091,878,Science Fiction,3,559
4153,1091,27,Horror,12,559
4154,1091,9648,Mystery,13,559
4155,782,878,Science Fiction,3,1962
4156,782,53,Thriller,6,1962
4157,782,10749,Romance,11,1962
4158,782,9648,Mystery,13,1962
4159,8843,878,Science Fiction,3,348
4160,8843,53,Thriller,6,348
4161,8843,27,Horror,12,348
4162,3604,878,Science Fiction,3,1643
4163,8836,878,Science Fiction,3,1713
4164,8836,18,Drama,5,1713
4165,8836,53,Thriller,6,1713
4166,8836,9648,Mystery,13,1713
4167,2900,878,Science Fiction,3,1392
4168,2900,18,Drama,5,1392
4169,2900,53,Thriller,6,1392
4170,45612,878,Science Fiction,3,1956
4171,45612,53,Thriller,6,1956
4172,45612,9648,Mystery,13,1956
4173,10559,878,Science Fiction,3,1205
4174,10559,80,Crime,4,1205
